month,avg_temperature_c,avg_apparent_temperature_c,avg_humidity,avg_visibility_km,avg_pressure_millibars,avg_wind_speed_kmh,mode_precip_type
2006-01,-1.6742831541218637,-4.170818399044205,0.8346505376344087,7.900988440860215,1021.1935080645161,8.902066532258065,snow
2006-02,-0.06128472222222222,-2.986135912698413,0.8433928571428572,7.421213541666667,995.2107886904762,10.958278125000001,snow
2006-03,4.533467922835352,1.9402721698818604,0.7786541049798116,9.57722476446837,976.372732166891,14.416715746971736,rain
2006-04,12.625871913580246,12.083819444444446,0.7295277777777778,10.626760277777777,1013.4964722222222,10.926801666666666,rain
2006-05,15.665315113500597,15.55560035842294,0.7209677419354839,11.748066129032258,1016.6246505376344,10.201838575268818,rain
2006-06,19.32699074074074,19.506743827160495,0.7469722222222223,11.600407777777779,1015.0294166666667,8.828792777777778,rain
2006-07,23.580607825567505,23.58729091995221,0.6563844086021505,11.425849731182797,990.7622446236559,7.200724999999999,rain
2006-08,19.494280167264037,19.543794802867385,0.7611290322580645,11.535325403225807,937.7785349462365,9.58341680107527,rain
2006-09,18.169012345679015,18.15685185185185,0.6889305555555556,10.796682361111111,905.3204027777776,9.979294305555555,rain
2006-10,12.863691275167787,12.423564504101416,0.7341073825503355,10.709568724832215,1015.2656912751677,9.371669530201341,rain
2006-11,7.129984567901234,5.316658950617284,0.8125138888888889,8.414597916666667,996.8615138888889,12.744603472222222,rain
2006-12,2.2279271206690563,0.12033303464755073,0.9053360215053764,5.1902591397849465,1025.539126344086,9.300649731182796,rain
2007-01,4.872087813620072,2.386043906810036,0.8135887096774193,10.298287096774194,1007.6070295698925,14.201779704301076,rain
2007-02,4.864880952380952,2.625,0.8151934523809523,9.538363541666667,1010.7380803571428,12.479632291666668,rain
2007-03,8.44500523403619,7.182652908628682,0.7136339165545088,11.012595020188426,1001.328532974428,12.321895558546434,rain
2007-04,12.345277777777778,11.885347222222224,0.5369166666666666,11.959817916666667,1009.7618055555556,9.940207083333332,rain
2007-05,17.5415770609319,17.439493727598567,0.6527150537634409,11.447316397849463,1009.0509139784946,10.134755241935485,rain
2007-06,21.96070987654321,21.87618827160494,0.6168888888888889,11.656690694444446,1000.1816666666667,8.511712222222222,rain
2007-07,23.707399940262842,23.35091845878136,0.4915322580645161,11.948190860215053,1012.1150134408601,11.118153629032259,rain
2007-08,23.244003882915173,23.06930256869773,0.5628225806451613,12.102807123655912,1007.7828494623656,10.28657997311828,rain
2007-09,14.540339506172838,14.3447762345679,0.6820833333333334,10.916247222222223,1017.6181527777777,10.56806236111111,rain
2007-10,10.469955257270694,9.670380313199106,0.7410335570469799,9.553178120805368,919.0539194630873,9.20550456375839,rain
2007-11,3.8638657407407413,1.2375231481481481,0.8013611111111112,8.750819583333334,1001.4506527777777,12.998334999999999,rain
2007-12,-0.804047192353644,-2.9657108721624854,0.85625,5.685009543010753,1024.7093548387097,8.26096626344086,snow
2008-01,0.8216248506571088,-2.0757243130227003,0.8195698924731183,7.304531048387097,1021.1941397849462,12.231195967741936,rain
2008-02,4.077155172413793,1.9039671136653895,0.6828591954022988,9.608600287356321,1016.1911206896552,11.706897557471265,rain
2008-03,7.114505757439808,5.008060415732017,0.6684791386271871,11.066832301480485,1004.6247510094212,14.643459219380889,rain
2008-04,11.783950617283951,11.159382716049382,0.6929583333333333,11.099630694444445,1004.0153888888889,11.632093472222222,rain
2008-05,17.19260752688172,17.09896953405018,0.6631451612903225,11.452531586021504,1009.4956048387096,9.693433467741935,rain
2008-06,21.535108024691358,21.51155864197531,0.6796249999999999,11.019085972222221,1013.2002638888888,8.800573055555557,rain
2008-07,21.892659796893668,21.761880227001196,0.6164919354838709,11.66698185483871,1009.5430241935484,11.482719086021506,rain
2008-08,22.652971923536438,22.454928315412186,0.5522311827956989,11.83360819892473,1007.4929838709678,10.411831048387098,rain
2008-09,15.803688271604937,15.506535493827162,0.6899861111111112,10.476717222222222,1016.8393472222222,9.058396666666667,rain
2008-10,12.603631618195378,12.24426547352722,0.7540805369127517,9.34100389261745,969.7793825503356,9.438965369127517,rain
2008-11,7.183703703703704,5.42758487654321,0.7667638888888889,9.669704722222223,1000.2433888888888,12.707148611111112,rain
2008-12,2.998991935483871,0.33978494623655914,0.8281451612903226,8.664634811827957,1020.8954704301075,13.775713978494624,rain
2009-01,-1.1737455197132616,-3.6773596176821988,0.8675806451612903,5.961154838709678,1015.8204973118279,9.723967204301076,snow
2009-02,1.833829365079365,-1.6453703703703704,0.8211607142857144,9.659448958333334,1006.1341666666667,14.799302083333336,rain
2009-03,6.664513234634366,4.258681022880215,0.6968775235531628,11.173291655450875,963.6398923283983,16.874750201884254,rain
2009-04,14.560702160493829,14.268618827160493,0.5678055555555556,11.57748763888889,1011.672861111111,11.446630416666666,rain
2009-05,17.864030764635604,17.699171146953404,0.5968682795698924,11.858169354838711,1014.9027284946237,11.032892876344086,rain
2009-06,19.617145061728397,19.49854938271605,0.6756805555555556,10.712940000000001,1007.7305833333334,9.959571805555555,rain
2009-07,23.161574074074075,23.084147252090798,0.6008870967741935,11.66680873655914,1009.3335887096773,9.800680241935485,rain
2009-08,23.029577359617683,22.814366786140983,0.5968951612903225,11.735320295698923,989.7600134408601,9.1243936827957,rain
2009-09,19.395895061728393,19.32698302469136,0.5967222222222222,11.711184722222223,1014.6566527777778,9.730370416666668,rain
2009-10,11.476815809097689,10.450104399701715,0.76351677852349,9.856009395973155,1011.354912751678,11.936907382550338,rain
2009-11,7.5628935185185195,6.1617901234567904,0.8657222222222223,6.512315833333333,1014.3770416666666,10.437875972222223,rain
2009-12,2.594668458781362,-0.16323178016726406,0.8442069892473119,7.577387096774194,973.4247983870969,13.385851612903226,rain
2010-01,-1.3184363799283154,-4.3082959976105135,0.8759811827956989,5.647313037634409,1015.0220295698925,10.589623521505377,snow
2010-02,1.4345486111111112,-1.6791170634920636,0.8518452380952382,7.0085072916666675,1008.8675595238095,13.041359374999999,rain
2010-03,6.704306864064603,4.587303723642889,0.6697711978465679,10.63572934051144,1018.2952489905788,14.620706864064603,rain
2010-04,12.171604938271606,11.611203703703705,0.7072777777777778,10.436020000000001,1016.3827638888888,11.153118472222223,rain
2010-05,16.6956541218638,16.419011350059737,0.7724865591397849,10.777197177419355,943.4736559139785,12.219120967741935,rain
2010-06,20.193503086419753,20.313734567901236,0.77875,10.66446111111111,1011.2387222222222,10.521886666666667,rain
2010-07,23.15535394265233,23.70388291517324,0.7549731182795699,10.91895940860215,1012.8709005376344,8.721677284946237,rain
2010-08,21.597879330943847,21.852016129032258,0.743521505376344,11.062842338709677,1014.1308064516128,8.44018696236559,rain
2010-09,15.614483024691356,15.56949074074074,0.8268472222222223,9.130466527777779,1012.9579305555555,9.476124583333334,rain
2010-10,8.825525727069351,8.015436241610738,0.8158255033557047,8.708565637583893,1003.5638657718121,9.213543758389262,rain
2010-11,8.62221450617284,7.443410493827161,0.8584166666666666,8.027728333333332,1005.7986111111111,11.153610416666668,rain
2010-12,-0.2502464157706093,-3.474507168458781,0.9136021505376345,6.4710314516129035,996.0847849462365,13.425690456989248,snow
2011-01,0.16097670250896073,-2.1903897849462366,0.9220295698924731,5.960722043010754,1021.8983064516128,9.689365188172044,rain
2011-02,-0.16177248677248673,-2.85291832010582,0.8541369047619047,6.617651041666666,1018.1249702380952,10.209172916666667,snow
2011-03,5.903611484970839,4.572394197697024,0.7827590847913863,8.65952476446837,1003.9659488559892,9.550333647375504,rain
2011-04,13.363094135802468,12.963425925925925,0.5921111111111111,11.390012083333334,993.8480138888888,12.782639722222225,rain
2011-05,16.851224611708485,16.63479689366786,0.6879569892473117,11.30611680107527,1016.4178897849463,10.451150537634408,rain
2011-06,21.153533950617284,21.155347222222222,0.6773472222222222,11.7026875,1011.665513888889,10.855670972222223,rain
2011-07,21.56958632019116,21.641987753882916,0.7074462365591399,11.322801075268819,1010.7282123655915,9.87970873655914,rain
2011-08,22.946901135005973,22.87668010752688,0.6316666666666666,11.57802069892473,1011.0071639784945,8.577664516129031,rain
2011-09,20.034421296296294,19.906898148148148,0.6113055555555555,11.534241250000001,1014.5269444444444,8.904015555555556,rain
2011-10,10.301953765846383,9.422222222222222,0.7017046979865772,10.747862953020135,1021.1362818791947,10.347545637583893,rain
2011-11,2.4820601851851856,1.372283950617284,0.8004722222222223,5.5183197222222224,1027.9784166666666,6.871837777777778,rain
2011-12,2.903763440860215,0.6232228195937873,0.8663306451612902,7.54285,1018.9883333333332,10.683280510752688,rain
2012-01,1.1412111708482677,-1.9612529868578255,0.7975806451612903,9.773652150537634,1018.9443817204301,12.70307311827957,rain
2012-02,-5.1484275223499365,-8.829214559386973,0.7627442528735632,7.150852011494253,1022.4262068965518,11.569839367816092,snow
2012-03,7.808180050844923,6.585965305817258,0.5366487213997309,11.53518411843876,1018.5169313593539,11.57228129205922,rain
